ID	TEXT	OCCUPATIONID	FAQ_QUESTIONSOURCEID
639065	What education do I need and how do I get it (what schools/training program do you recommend)?	235	5023
639066	What skills do I need and how do I get  them?	235	5023
639067	Where can I get help on Immigration issues?	235	5023
639068	Where is most of the hiring?	235	5023
639069	Do I have to join a union? How do I join a Union?	235	5023
639070	What can I do about Financial Aid?	235	5023
639071	Whats the best way to apply?	235	5023
639072	Whats the best way to network?	235	5023
639073	Where can I go for more assistance?	235	5023
639074	How do I become a  Cashiers	236	5023
639075	What education do I need and how do I get it (what schools/training program do you recommend)?	236	5023
639076	What skills do I need and how do I get  them?	236	5023
639077	Where can I get help on Immigration issues?	236	5023
639078	Where is most of the hiring?	236	5023
639079	Do I have to join a union? How do I join a Union?	236	5023
639080	What can I do about Financial Aid?	236	5023
639081	Whats the best way to apply?	236	5023
639082	Whats the best way to network?	236	5023
639083	Where can I go for more assistance?	236	5023
639084	How do I become a  Demonstrators and Product Promoters	237	5023
639085	What education do I need and how do I get it (what schools/training program do you recommend)?	237	5023
639086	What skills do I need and how do I get  them?	237	5023
639087	Where can I get help on Immigration issues?	237	5023
639088	Where is most of the hiring?	237	5023
639089	Do I have to join a union? How do I join a Union?	237	5023
639090	What can I do about Financial Aid?	237	5023
639091	Whats the best way to apply?	237	5023
639092	Whats the best way to network?	237	5023
639093	Where can I go for more assistance?	237	5023
639094	How do I become a  Insurance Sales Agents	238	5023
639095	What education do I need and how do I get it (what schools/training program do you recommend)?	238	5023
639096	What skills do I need and how do I get  them?	238	5023
639097	Where can I get help on Immigration issues?	238	5023
639098	Where is most of the hiring?	238	5023
639099	Do I have to join a union? How do I join a Union?	238	5023
639100	What can I do about Financial Aid?	238	5023
639101	Whats the best way to apply?	238	5023
639102	Whats the best way to network?	238	5023
639103	Where can I go for more assistance?	238	5023
639104	How do I become a  Models	239	5023
639105	What education do I need and how do I get it (what schools/training program do you recommend)?	239	5023
639106	What skills do I need and how do I get  them?	239	5023
639107	Where can I get help on Immigration issues?	239	5023
639108	Where is most of the hiring?	239	5023
639109	Do I have to join a union? How do I join a Union?	239	5023
639110	What can I do about Financial Aid?	239	5023
639111	Whats the best way to apply?	239	5023
639112	Whats the best way to network?	239	5023
639113	Where can I go for more assistance?	239	5023
639114	How do I become a  Real Estate Brokers and Sales Agents	240	5023
639115	What education do I need and how do I get it (what schools/training program do you recommend)?	240	5023
639116	What skills do I need and how do I get  them?	240	5023
639117	Where can I get help on Immigration issues?	240	5023
639118	Where is most of the hiring?	240	5023
639119	Do I have to join a union? How do I join a Union?	240	5023
639120	What can I do about Financial Aid?	240	5023
639121	Whats the best way to apply?	240	5023
639122	Whats the best way to network?	240	5023
639123	Where can I go for more assistance?	240	5023
639124	How do I become a  Retail Sales Workers	241	5023
639125	What education do I need and how do I get it (what schools/training program do you recommend)?	241	5023
639126	What skills do I need and how do I get  them?	241	5023
639127	Where can I get help on Immigration issues?	241	5023
639128	Where is most of the hiring?	241	5023
639129	Do I have to join a union? How do I join a Union?	241	5023
639130	What can I do about Financial Aid?	241	5023
639131	Whats the best way to apply?	241	5023
639132	Whats the best way to network?	241	5023
639133	Where can I go for more assistance?	241	5023
639134	How do I become a  Sales Engineers	242	5023
639135	What education do I need and how do I get it (what schools/training program do you recommend)?	242	5023
639136	What skills do I need and how do I get  them?	242	5023
639137	Where can I get help on Immigration issues?	242	5023
639138	Where is most of the hiring?	242	5023
639139	Do I have to join a union? How do I join a Union?	242	5023
639140	What can I do about Financial Aid?	242	5023
639141	Whats the best way to apply?	242	5023
639142	Whats the best way to network?	242	5023
639143	Where can I go for more assistance?	242	5023
639144	"How do I become a  Securities, Commodities, and Financial Services Sales Agents"	243	5023
639145	What education do I need and how do I get it (what schools/training program do you recommend)?	243	5023
639146	What skills do I need and how do I get  them?	243	5023
639147	Where can I get help on Immigration issues?	243	5023
639148	Where is most of the hiring?	243	5023
639149	Do I have to join a union? How do I join a Union?	243	5023
639150	What can I do about Financial Aid?	243	5023
639151	Whats the best way to apply?	243	5023
639152	Whats the best way to network?	243	5023
639153	Where can I go for more assistance?	243	5023
639154	How do I become a  Travel Agents	244	5023
639155	What education do I need and how do I get it (what schools/training program do you recommend)?	244	5023
639156	What skills do I need and how do I get  them?	244	5023
639157	Where can I get help on Immigration issues?	244	5023
639158	Where is most of the hiring?	244	5023
639159	Do I have to join a union? How do I join a Union?	244	5023
639160	What can I do about Financial Aid?	244	5023
639161	Whats the best way to apply?	244	5023
639162	Whats the best way to network?	244	5023
639163	Where can I go for more assistance?	244	5023
639164	How do I become a  Wholesale and Manufacturing Sales Representatives	245	5023
639165	What education do I need and how do I get it (what schools/training program do you recommend)?	245	5023
639166	What skills do I need and how do I get  them?	245	5023
639167	Where can I get help on Immigration issues?	245	5023
639168	Where is most of the hiring?	245	5023
639169	Do I have to join a union? How do I join a Union?	245	5023
639170	What can I do about Financial Aid?	245	5023
639171	Whats the best way to apply?	245	5023
639172	Whats the best way to network?	245	5023
639173	Where can I go for more assistance?	245	5023
639174	How do I become a  Bill and Account Collectors	246	5023
639175	What education do I need and how do I get it (what schools/training program do you recommend)?	246	5023
639176	What skills do I need and how do I get  them?	246	5023
639177	Where can I get help on Immigration issues?	246	5023
639178	Where is most of the hiring?	246	5023
639179	Do I have to join a union? How do I join a Union?	246	5023
639180	What can I do about Financial Aid?	246	5023
639181	Whats the best way to apply?	246	5023
639182	Whats the best way to network?	246	5023
639183	Where can I go for more assistance?	246	5023
639184	"How do I become a  Bookkeeping, Accounting, and Auditing Clerks"	247	5023
639185	What education do I need and how do I get it (what schools/training program do you recommend)?	247	5023
639186	What skills do I need and how do I get  them?	247	5023
639187	Where can I get help on Immigration issues?	247	5023
639188	Where is most of the hiring?	247	5023
639189	Do I have to join a union? How do I join a Union?	247	5023
639190	What can I do about Financial Aid?	247	5023
639191	Whats the best way to apply?	247	5023
639192	Whats the best way to network?	247	5023
639193	Where can I go for more assistance?	247	5023
639194	How do I become a  Cargo and Freight Agents	248	5023
639195	What education do I need and how do I get it (what schools/training program do you recommend)?	248	5023
639196	What skills do I need and how do I get  them?	248	5023
639197	Where can I get help on Immigration issues?	248	5023
639198	Where is most of the hiring?	248	5023
639199	Do I have to join a union? How do I join a Union?	248	5023
